INSTNM	LOCALE	LATITUDE	LONGITUDE
Regency Beauty Institute-Mesa	11	33.3926	-111.8625
Regency Beauty Institute-Nashville	11	36.0478	-86.6473
Regency Beauty Institute-Charlotte	11	35.1383	-80.9317
Regency Beauty Institute-North Olmsted	21	41.4203	-81.9165
Regency Beauty Institute-Columbus	11	40.065	-83.024
Regency Beauty Institute-Elgin	12	42.0236	-88.3401
The Salon Professional Academy-Appleton	22	44.2618	-88.4559
Milan Institute of Cosmetology-Fairfield	12	38.2484	-122.0455
Milan Institute of Cosmetology-Reno	12	39.516	-119.7813
Milan Institute of Cosmetology-Visalia	12	36.3019	-119.3099
Ottawa University-Online	32	38.6027	-95.2638
Broadview University-Orem	13	40.3142	-111.7232
Paul Mitchell the School-Esani	13	34.0451	-84.3335
Institute of Production and Recording	11	44.9849	-93.2725
Virginia College-Greenville	13	34.8075	-82.3434
Paul Mitchell the School-Birmingham	13	33.3888	-86.8082
Taft University System	11	33.697	-117.9145
Mayfield College	21	33.7826	-116.4642
International Polytechnic Institute	22	32.6908	-115.4927
Academy of Esthetics and Cosmetology	21	34.2849	-118.444
BioHealth College	11	37.3875	-121.9302
International Professional School of Bodywork	11	32.8213	-117.1341
Borner's Barber College	11	33.9504	-118.3087
Paul Mitchell the School-Pasadena	21	34.0946	-118.1233
San Francisco Institute of Esthetics and Cosmetology	11	37.777	-122.4071
Laurus College	13	35.2682	-120.6695
Healing Hands School of Holistic Health	21	33.1296	-117.0866
Career Development Institute	11	34.0457	-118.3861
Auguste Escoffier School of Culinary Arts-Boulder	13	39.9835	-105.2501
Aspen University	21	39.7037	-104.9399
Institute of Taoist Education and Acupuncture	23	39.9873	-105.1385
National Beauty College	21	39.8258	-105.0076
Denver School of Nursing	11	39.753	-104.9946
Cambridge Institute of Health & Technology	21	26.4381	-80.1257
Cozmo The School	21	26.3304	-81.7808
Allied Health Institute	21	26.2105	-80.2056
North Florida Academy	21	30.1311	-81.7847
Professional Hands Institute	11	25.772	-80.264
Celebrity School of Beauty	21	25.7615	-80.3332
Paul Mitchell the School-Atlanta	11	33.7825	-84.4163
Evans Hairstyling College-Rexburg	32	43.8247	-111.8124
Hair Academy Paul Mitchell Partner School	32	43.8144	-111.8052
University of Aesthetics-Chicago	11	41.9067	-87.6713
University of Aesthetics-Downers Grove	21	33.2151	-92.6638
Tricoci University of Beauty Culture-Chicago	11	41.9777	-87.8068
Tricoci University of Beauty Culture-Glendale Heights	21	41.9045	-88.0657
Tricoci University of Beauty Culture-Peoria	12	40.746	-89.6014
Tricoci University of Beauty Culture-Rockford	12	42.2639	-89.0094
Frederick School of Cosmetology	13	39.4082	-77.4311
Omega Studios' School of Applied Recording Arts & Sciences	21	39.0644	-77.1134
Focus-Hope Information Technologies Center	11	42.3997	-83.1238
International Cosmetology Academy	12	42.9122	-85.6432
French Academy of Cosmetology	22	43.0759	-86.198
Healing Arts Center	21	38.6146	-90.3229
Paul Mitchell the School-Springfield	12	37.1591	-93.3182
Urshan Graduate School of Theology	21	38.8017	-90.3645
Mississippi Institute of Aesthetics Nails & Cosmetology	21	32.3209	-90.325
College of Western Idaho	41	43.6141	-116.5073
Aveda Institute-Chapel Hill	13	35.9125	-79.0586
Charlotte School of Law	11	35.2236	-80.8715
Daoist Traditions College of Chinese Medical Arts	13	35.6068	-82.5685
Total Image Beauty Academy	21	40.7759	-74.0263
Jersey College	21	40.8905	-74.04
American Institute of Medical Sciences & Education	21	40.5611	-74.4368
Casal Institute of Nevada	12	36.1016	-115.1173
Career School of NY	11	40.6414	-74.0782
John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry	23	43.021	-73.8407
Ann Marie's World of Beauty School	13	42.1078	-75.9081
Yeshiva of Machzikai Hadas	11	40.6383	-73.9878
Aveda Institute-Columbus	11	39.9945	-83.0141
Paul Mitchell the School-Cincinnati	21	39.2916	-84.3923
Cutter's Edge School of Cosmetology	41	35.9869	-96.7349
Hands on Therapy	21	32.7888	-96.6062
MediaTech Institute-Dallas	21	32.8948	-96.94
PCCenter	21	32.6057	-96.8272
Aveda Institute-San Antonio	11	29.4437	-98.479
Skin Science Institute	12	40.7252	-111.8903
Global Health College	12	38.8073	-77.0879
Pacific Northwest University of Health Sciences	22	46.6029	-120.456
Visions in Hair Design Institute of Cosmetology	11	43.0753	-88.0025
Brensten Education	21	43.0371	-88.109
The Chicago School of Professional Psychology at Irvine	12	33.6505	-117.8384
Fortis College-Dothan	13	31.2429	-85.3744
Fortis Institute-Pensacola	13	30.5104	-87.1831
Fortis College-Montgomery	12	32.3837	-86.2519
Fortis College School of Cosmetology	12	30.6739	-88.1499
Woodland Community College	23	38.6606	-121.7342
Dorsey Business Schools-Farmington Hills	13	42.4986	-83.38
Dorsey Business Schools-Roseville Culinary Academy	21	42.5363	-82.9103
Vatterott College-Appling Farms	11	35.1795	-89.8299
Minnesota School of Business-Moorhead	41	46.8486	-96.723
Brown Mackie College-Boise	12	43.5908	-116.2951
Brown Mackie College-Tulsa	11	36.0969	-95.8533
Fortis Institute-Birmingham	12	33.4428	-86.8625
Daymar College-Scottsville	32	36.7441	-86.2037
Miller-Motte College-Greenville	13	35.6047	-77.4064
The Chicago School of Professional Psychology at Los Angeles	11	34.048	-118.2572
Metro Business College-Arnold	21	38.4471	-90.3678
The Chicago School of Professional Psychology at Westwood	11	34.0593	-118.4461
Cardiac and Vascular Institute of Ultrasound	12	30.6499	-88.1127
Virginia College-Jacksonville	11	30.2916	-81.6033
Studio Academy of Beauty	21	33.3147	-111.8432
California Nurses Educational Institute	21	33.816	-116.4912
Central Nursing College	11	34.0612	-118.3025
RWM Fiber Optics	13	33.8813	-118.2655
Paul Mitchell the School-Sacramento	13	38.5949	-121.4173
Providence Christian College	12	34.1718	-118.1187
Oxford Academy of Hair Design	21	41.3974	-73.0614
Institute of World Politics	11	38.9105	-77.0361
Pontifical John Paul II Institute for Studies on Marriage and Family	11	38.9327	-76.9979
Medical Institute of Palm Beach	21	26.6205	-80.1362
Lake Lanier School of Massage	13	34.2964	-83.8184
Oliver Finley Academy of Cosmetology	21	43.6195	-116.3095
National Career College	11	34.1954	-118.4487
Aveda Institute-Chicago	11	41.9335	-87.6458
Tricoci University of Beauty Culture-Libertyville	21	42.2817	-87.9427
Tricoci University of Beauty Culture-Bridgeview	21	41.7348	-87.8023
The Temple-A Paul Mitchell Partner School	13	39.4152	-77.4116
Center for Massage & Natural Health	13	35.594	-82.5507
Academy of Hair Design-Oklahoma City	11	35.3494	-97.5648
Education and Technology Institute	41	40.3109	-79.5019
Pulse Beauty Academy-A Paul Mitchell Partner School	21	40.0084	-75.702
Liberty Technical College	21	18.1279	-66.1376
Toni & Guy Hairdressing Academy-Cranston	21	41.7334	-71.4784
South Texas Training Center	22	26.1374	-97.6523
Columbia College	21	38.8783	-77.2315
Vermont College of Fine Arts	33	44.2552	-72.5676
Advanced Welding Institute	13	44.4559	-73.1394
The Art Institute of Washington-Dulles	21	39.0352	-77.43
Paul Mitchell the School-Memphis	11	35.2041	-89.7968
Pima Medical Institute-East Valley	21	33.3768	-111.6886
Virginia College-Charleston	13	32.9061	-80.0231
The Ohio Academy Paul Mitchell Partner School-Cleveland	21	41.3313	-81.4637
The Ohio Academy Paul Mitchell Partner School-Columbus	11	40.0596	-82.9388
Georgia Beauty Academy	13	34.7684	-84.9497
Stautzenberger Institute-Allen Park	21	42.2622	-83.2159
Empire Beauty School-Lauderhill	21	26.1832	-80.251
Empire Beauty School-Spring Lake Park	21	45.1166	-93.2624
MediaTech Institute-Austin	11	30.2527	-97.7472
MediaTech Institute-Houston	11	29.7248	-95.5683
Fortis College-Phoenix	11	33.4542	-112.043
Miller-Motte College-Raleigh	11	35.8355	-78.5856
Lamson Institute	11	29.4814	-98.6075
Euphoria Institute of Beauty Arts & Sciences-Las Vegas	21	36.2779	-115.2033
Lincoln College of Technology-Toledo	11	41.6146	-83.6653
College of Hair Design-East Campus	11	40.7345	-96.5974
International Academy of Design and Technology-Online	21	27.9924	-82.5494
Le Cordon Bleu College of Culinary Arts-St Louis	21	38.8016	-90.6601
Sanford-Brown College-San Antonio	11	29.5187	-98.5582
Heritage College-Wichita	11	37.6433	-97.2435
Heritage College-Little Rock	12	34.7645	-92.3831
Argosy University-Phoenix Online Division	11	33.5668	-112.1075
MedTech College-Greenwood Campus	21	39.6202	-86.0774
MedTech College-Ft Wayne Campus	11	41.0449	-85.2372
MedTech College-Lexington Campus	41	38.097	-84.4909
ITT Technical Institute-Madison	21	32.4881	-90.1248
ITT Technical Institute-Springfield	12	37.1549	-93.276
ITT Technical Institute-Huntington	22	38.4137	-82.3428
ITT Technical Institute-Concord	21	37.9757	-122.0544
ITT Technical Institute-Fort Myers	21	26.5452	-81.8089
ITT Technical Institute-Charlotte North	11	35.3384	-80.7649
Fortis College-Salt Lake City	21	40.6858	-111.8705
Polytechnic University of Puerto Rico-Miami	21	25.8092	-80.3289
Polytechnic University of Puerto Rico-Orlando	21	28.5516	-81.2528
Ross Medical Education Center-Fort Wayne	11	41.1148	-85.1454
Ross Medical Education Center-Portage	13	42.2265	-85.5887
The Commonwealth Medical College	13	41.4135	-75.6564
Josef's School of Hair Design Inc-Fargo West	12	46.8589	-96.8634
Northeast Technology Center-Claremore	31	36.3272	-95.6342
Salon Success Academy-Fontana	21	34.099	-117.4376
Salon Success Academy-Redlands	13	34.0623	-117.2189
Brown Mackie College-Phoenix	11	33.6054	-112.1185
Strayer University-West Virginia	22	38.4535	-81.927
Strayer University-Utah	21	40.5728	-111.8979
Strayer University-Ohio	21	39.3022	-84.3082
Regency Beauty Institute-Tinley Park	21	41.6019	-87.7935
Regency Beauty Institute-Columbia	12	34.0706	-81.1588
Regency Beauty Institute-South Bend	13	41.6975	-86.1865
Regency Beauty Institute-Detroit Lakeside	21	42.6293	-82.9905
Regency Beauty Institute-Fort Myers	21	26.5717	-81.8709
Regency Beauty Institute-Arlington	11	32.6851	-97.1016
Regency Beauty Institute-Durham	12	36.018	-78.91
Minnesota School of Business-Elk River	21	45.32	-93.5605
Brown Mackie College-Greenville	13	34.8534	-82.3949
Globe University-Sioux Falls	12	43.4989	-96.7866
Globe University-Eau Claire	13	44.7683	-91.4279
Vanguard College of Cosmetology-Baton Rouge	12	30.3934	-91.0872
Globe University-Minneapolis	11	44.976	-93.2723
San Joaquin Valley College-Hesperia	41	34.4208	-117.3832
Beauty Schools of America-Homestead	21	25.4752	-80.4457
South Texas Vocational Technical Institute-Brownsville	12	25.9371	-97.5084
South Texas Vocational Technical Institute-Corpus Christi	11	27.7396	-97.4333
L'Ecole Culinaire-Memphis	11	35.1597	-89.7976
University of Minnesota-Rochester	12	44.0223	-92.4635
Health And Style Institute	12	35.991	-79.9975
CBT College-Cutler Bay	21	25.5896	-80.3575
National College-Columbus	11	40.0848	-82.946
Herzing University-Toledo	11	41.6393	-83.6655
Capri Beauty College	21	41.51	-87.9278
Milan Institute-Bakersfield	11	35.3855	-119.0231
Homestead Schools	12	33.8086	-118.3502
Carrington College-Las Vegas	12	36.0855	-115.1188
Carrington College-Reno	12	39.464	-119.7879
Chamberlain College of Nursing-Florida	11	30.2435	-81.5864
Remington College-Columbia Campus	12	34.0311	-81.0989
Remington College of Nursing Orlando	21	28.7752	-81.3536
Washington Barber College Inc	12	34.6907	-92.3354
InterCoast Colleges-Elk Grove	21	38.5072	-121.4558
Horizon University	11	32.8167	-117.1822
San Diego Culinary Institute	21	32.7643	-117.0238
Beyond 21st Century Beauty Academy	21	33.9169	-118.0408
Academy for Jewish Religion-California	11	34.0704	-118.4386
Hollywood Beauty College	11	38.0012	-121.2939
Angeles College	11	34.0617	-118.2991
Angeles Institute	21	33.8584	-118.0849
Paul Mitchell the School-Temecula	12	33.5063	-117.15
European Academy of Cosmetology and Hairdressing	21	41.2945	-72.7004
International Institute of Cosmetology	21	41.7077	-72.662
Florida School of Traditional Midwifery	12	29.652	-82.3158
Walton Career Development Center	32	30.733	-86.1278
Immokalee Technical Center	32	26.427	-81.4256
American Academy of Cosmetology	21	30.1233	-81.7984
University of Fort Lauderdale	21	26.1462	-80.2035
Aviation Institute of Maintenance-Orlando	21	28.5444	-81.3427
The Salon Professional Academy-Tampa	21	28.0521	-82.5238
The Salon Professional Academy-Gainesville	22	29.6555	-82.4162
The Salon Professional Academy-The Villages	13	28.9299	-82.0288
The Hair Academy Inc	33	32.5433	-82.9115
Profile Institute of Barber-Styling	11	33.6811	-84.3881
The Process Institute of Cosmetology	21	33.9649	-84.0225
New Hope Christian College-Honolulu	11	21.3269	-157.8883
D & L Academy of Hair Design	33	42.5496	-114.4614
Master Educators Beauty School	33	42.5705	-114.4589
Ambria College of Nursing	13	42.0789	-88.2101
Midwestern Career College	11	41.8822	-87.6371
Paul Mitchell the School-Normal	22	40.5103	-88.9603
Innovations Design Academy	32	40.5584	-90.0332
Aveda Fredric's Institute-Indianapolis	11	39.9054	-86.0641
The Salon Professional Academy-Anderson	13	40.0607	-85.653
Eric Fisher Academy	11	37.6944	-97.4219
A & W Healthcare Educators	11	30.0275	-90.0116
My Le's Beauty College	21	29.9027	-90.0301
Blackstone Valley Vocational Regional School District	21	42.1643	-71.6145
Southern Worcester County Regional Voc School District	41	42.132	-71.9592
L'esprit Academy	13	42.3825	-83.3549
Marketti Academy of Cosmetology	21	42.6827	-83.3754
CenterPoint Massage and Shiatsu Therapy School and Clinic	21	44.9394	-93.3467
Avalon School of Cosmetology	33	43.6319	-95.6029
American Business and Technology University	13	39.7758	-94.8328
City Vision College	11	39.0708	-94.5764
Transformed Barber and Cosmetology Academy	11	38.9531	-94.5225
Bitterroot School of Cosmetology	33	46.2721	-114.1581
Atlanta Beauty & Barber Academy	21	33.9166	-84.2597
The Salon Professional Academy-Great Falls	13	47.4982	-111.3043
Park West Barber School	12	35.9889	-78.8901
National Career Institute	21	40.7615	-74.2224
Toni & Guy Hairdressing Academy-Albuquerque	11	35.0809	-106.6228
International Academy of Style	12	39.5058	-119.8051
EDP School of Computer Programming	11	40.5858	-73.9529
New York Medical Career Training Center	11	40.7627	-73.8313
Institute of Culinary Education	11	40.7422	-73.9912
New Life Business Institute	11	40.7035	-73.7982
The Salon Professional Academy-Tonawanda	21	42.982	-78.8272
Onondaga School of Therapeutic Massage-Syracuse	12	43.0474	-76.1404
Academy of Cosmetology and Esthetics NYC	11	40.5732	-74.1147
Finger Lakes School of Massage	23	42.4645	-76.5359
Four County Career Center	42	41.4528	-84.3031
Vanity School of Cosmetology	22	41.4254	-82.0796
The Salon Professional Academy-Perrysburg	21	41.5454	-83.6208
Portland Actors Conservatory	11	45.514	-122.6911
Somerset County Technology Center	41	40.0066	-79.0304
Metro Beauty Academy	21	40.5683	-75.5549
Barone Beauty Academy	13	41.2445	-76.9935
Academy for Careers and Technology	41	34.1877	-79.3388
Aiken School of Cosmetology	21	33.5597	-81.717
Love Beauty School Inc	32	35.4888	-86.0935
Professional Career Training Institute	11	29.9814	-95.4272
Cannon Institute of Higher Learning	11	32.8287	-96.8728
Cardiotech Ultrasound School	11	29.6755	-95.5929
DuVall's School of Cosmetology	21	32.8507	-97.1684
Advanced Beauty College	12	32.8324	-96.9766
Texas Beauty College	21	32.8154	-97.2645
Avenue Five Institute	11	30.3686	-97.7276
The Salon Professional Academy-Lewisville	21	33.0464	-97.0082
Renaissance Academie	12	40.2506	-111.6626
Bethel College	12	37.0401	-76.4087
Institute of Advanced Medical Esthetics	21	37.6273	-77.552
Gary Manuel Aveda Institute	11	47.6143	-122.3194
Northwest School of Wooden Boat Building	41	48.034	-122.7528
Bainbridge Graduate Institute	11	47.6278	-122.519
The Salon Professional Academy-Onalaska	13	43.8738	-91.1973
Regency Beauty Institute-North Tucson	11	32.2867	-110.9623
Kaplan College-Chula Vista	21	32.6291	-117.0887
InterCoast Colleges-Roseville	12	38.7238	-121.2923
West Coast University-Orange County	11	33.8111	-117.9115
West Coast University-Ontario	12	34.0657	-117.5908
Dade Medical College-Homestead	21	25.4733	-80.4773
Virginia College-Augusta	12	33.4492	-82.0546
Midwest Technical Institute-East Peoria	21	40.6454	-89.5465
Paul Mitchell the School-Chicago	11	41.8667	-87.6468
Kaplan College-Indianapolis	11	39.7044	-86.149
Regency Beauty Institute-Evansville	12	37.9811	-87.4888
Regency Beauty Institute-Wichita	11	37.679	-97.2389
Regency Beauty Institute-Shreveport	12	32.4377	-93.7155
Regency Beauty Institute-Springfield	12	37.1595	-93.2708
Regency Beauty Institute-Canton	21	40.8619	-81.4324
Regency Beauty Institute-Spartanburg	13	34.9259	-81.9947
Regency Beauty Institute-Chattanooga	12	35.0393	-85.1505
Regency Beauty Institute-Mesquite	21	32.7957	-96.6272
